uniprot,cluster,fnat,fnat_correct,fnat_total,fnonnat,fnonnat_nnative,fnonnat_model,irms,lrms,dockq,capri
P23687,350,0.01,3,296,0.833,15,18,18.832,19.381,0.059,Incorrect
A0A3B6UEQ0,U100-003,0.945,156,165,0.268,57,213,2.536,18.307,0.461,Acceptable
O68880,U10-002,0.948,163,172,0.084,15,178,0.508,0.575,0.947,High
Q51504,016,0.078,14,180,0.622,23,37,17.996,32.561,0.049,Incorrect
G0WVH3,133,0.069,16,233,0.644,29,45,24.777,64.3,0.03,Incorrect
P59676,U10-009,0.827,91,110,0.032,3,94,0.834,5.735,0.759,Medium
P0AG30,037,0.5,18,36,0.4,12,30,11.115,44.276,0.184,Incorrect
E1K248,179,0.415,76,183,0.563,98,174,10.071,13.276,0.243,Acceptable
O16025,U10-001,0.583,67,115,0.193,16,83,15.585,44.214,0.209,Incorrect
P04807,169,0.652,73,112,0.348,39,112,4.625,8.797,0.41,Acceptable
G0WVH3,069,0.112,26,233,0.861,161,187,23.283,49.812,0.048,Incorrect
P0AG30,267,0.889,32,36,0.086,3,35,1.166,35.133,0.522,Medium
P04807,127,0.554,62,112,0.404,42,104,6.232,10.692,0.332,Acceptable
P0AG30,U10-009,0.861,31,36,0.162,6,37,0.505,1.357,0.912,High
H6SG27,174,0.63,145,230,0.264,52,197,5.543,15.391,0.311,Acceptable
P14677,072,0.324,36,111,0.28,14,50,19.33,30.141,0.135,Incorrect
Q72AS4,006,0.406,78,192,0.606,120,198,9.159,21.345,0.19,Incorrect
D9N168,U100-008,0.907,97,107,0.067,7,104,0.553,0.597,0.927,High
P04807,034,0.688,77,112,0.442,61,138,3.842,5.628,0.505,Medium
Q72AS4,148,0.594,114,192,0.43,86,200,10.195,14.345,0.292,Acceptable
Q9I5E6,044,0.256,79,308,0.41,55,134,16.178,21.145,0.135,Incorrect
A0A0F7R6G7,U100-007,0.915,204,223,0.187,47,251,2.493,11.569,0.51,Medium
Q72AS4,174,0.594,114,192,0.467,100,214,9.302,12.195,0.315,Acceptable
G0WVH3,023,0.137,32,233,0.61,50,82,15.56,26.859,0.079,Incorrect
Q9I5E6,046,0.435,134,308,0.437,104,238,5.651,8.806,0.328,Acceptable
P0AG30,024,0.333,12,36,0.625,20,32,4.86,34.939,0.159,Incorrect
Q72AS4,079,0.484,93,192,0.453,77,170,6.534,16.728,0.247,Acceptable
P0AG30,014,0.889,32,36,0.059,2,34,1.138,41.165,0.522,Medium
P14677,U10-008,0.333,37,111,0.315,17,54,14.73,40.788,0.128,Incorrect
Q8GN86,U10-006,0.675,129,191,0.361,73,202,8.644,19.267,0.289,Acceptable
P0AG30,233,0.889,32,36,0.086,3,35,1.148,50.421,0.516,Medium
F2Z6J5,U10-004,0.65,128,197,0.421,93,221,8.904,21.917,0.269,Acceptable
F2Z6J5,232,0.371,73,197,0.624,121,194,11.061,39.137,0.145,Incorrect
O60729,023,0.696,78,112,0.204,20,98,19.12,36.392,0.251,Acceptable
P23687,100,0.541,160,296,0.333,80,240,3.734,3.942,0.501,Medium
E1K248,196,0.475,87,183,0.597,129,216,8.373,10.97,0.294,Acceptable
P14677,U10-005,0.324,36,111,0.357,20,56,15.722,42.25,0.124,Incorrect
A0A0H2WY27,013,0.139,28,202,0.828,135,163,11.773,43.777,0.064,Incorrect
P23687,U10-002,0.774,229,296,0.21,61,290,1.966,1.287,0.706,Medium
P14677,114,0.126,14,111,0.6,21,35,19.705,52.18,0.053,Incorrect
P0AG30,283,0.944,34,36,0.056,2,36,0.985,42.125,0.561,Medium
H6SG27,U10-000,0.904,208,230,0.08,18,226,0.97,3.197,0.828,High
P23687,202,0.111,33,296,0.515,35,68,19.688,23.416,0.078,Incorrect
P14677,U100-007,0.91,101,111,0.038,4,105,0.377,0.973,0.946,High
E1K248,195,0.486,89,183,0.541,105,194,11.583,15.606,0.244,Acceptable
F2Z6J5,068,0.472,93,197,0.419,67,160,9.872,22.954,0.205,Incorrect
H6SG27,186,0.239,55,230,0.505,56,111,9.412,13.232,0.185,Incorrect
E1K248,003,0.464,85,183,0.553,105,190,10.827,15.884,0.235,Acceptable
P04807,040,0.679,76,112,0.415,54,130,3.754,5.396,0.51,Medium
Q72AS4,020,0.375,72,192,0.609,112,184,11.333,16.828,0.198,Incorrect
G0WVH3,180,0.077,18,233,0.538,21,39,21.752,37.129,0.044,Incorrect
A0A3B6UEQ0,031,0.521,86,165,0.459,73,159,12.812,33.581,0.198,Incorrect
F2Z6J5,023,0.492,97,197,0.436,75,172,7.195,13.287,0.275,Acceptable
O68880,072,0.948,163,172,0.074,13,176,0.824,0.944,0.901,High
Q72AS4,132,0.375,72,192,0.558,91,163,11.257,15.201,0.21,Incorrect
Q72AS4,076,0.594,114,192,0.457,96,210,6.948,10.333,0.347,Acceptable
A0A3B6UEQ0,U10-002,0.782,129,165,0.209,34,163,3.095,28.654,0.351,Acceptable
E1K248,244,0.53,97,183,0.467,85,182,12.385,18.227,0.241,Acceptable
Q9I5E6,025,0.451,139,308,0.401,93,232,6.1,7.986,0.346,Acceptable
F2Z6J5,081,0.513,101,197,0.439,79,180,6.398,17.103,0.254,Acceptable
O68880,011,0.907,156,172,0.082,14,170,0.828,0.86,0.888,High
Q72AS4,054,0.448,86,192,0.52,93,179,7.037,17.006,0.23,Acceptable
A0A0H2WY27,014,0.149,30,202,0.663,59,89,15.928,59.801,0.059,Incorrect
Q941M3,004,0.288,72,250,0.526,80,152,17.27,26.821,0.129,Incorrect
P23687,301,0.115,34,296,0.66,66,100,14.298,17.496,0.106,Incorrect
Q72AS4,002,0.344,66,192,0.658,127,193,10.345,11.901,0.234,Acceptable
P04807,205,0.759,85,112,0.261,30,115,5.083,9.862,0.422,Acceptable
G0WVH3,117,0.073,17,233,0.734,47,64,17.945,35.726,0.044,Incorrect
A0A3B6UEQ0,U10-005,0.8,132,165,0.2,33,165,2.637,28.932,0.375,Acceptable
H6SG27,189,0.613,141,230,0.305,62,203,9.097,18.976,0.269,Acceptable
O68880,099,0.587,101,172,0.322,48,149,3.234,3.311,0.544,Medium
G0WVH3,U10-008,0.936,218,233,0.068,16,234,2.742,8.118,0.563,Medium
Q72AS4,U100-002,0.88,169,192,0.155,31,200,2.712,4.637,0.628,Medium
P14677,012,0.324,36,111,0.28,14,50,16.926,38.355,0.126,Incorrect
Q72AS4,190,0.49,94,192,0.497,93,187,10.142,13.38,0.266,Acceptable
P14677,058,0.324,36,111,0.182,8,44,24.817,34.027,0.129,Incorrect
A0A140DJY3,019,0.257,72,280,0.374,43,115,22.27,34.741,0.106,Incorrect
P23687,207,0.412,122,296,0.538,142,264,5.296,5.857,0.388,Acceptable
E1K248,252,0.497,91,183,0.538,106,197,11.659,17.833,0.233,Acceptable
Q72AS4,095,0.469,90,192,0.569,119,209,11.223,13.904,0.253,Acceptable
H6SG27,184,0.204,47,230,0.644,85,132,15.882,25.074,0.105,Incorrect
P04807,159,0.812,91,112,0.081,8,99,1.544,2.699,0.735,Medium
F2Z6J5,154,0.543,107,197,0.389,68,175,8.94,21.531,0.235,Acceptable
Q9I5E6,076,0.289,89,308,0.483,83,172,14.797,19.669,0.152,Incorrect
H6SG27,U10-009,0.835,192,230,0.19,45,237,2.382,4.975,0.621,Medium
P0AG30,248,0.944,34,36,0.056,2,36,0.996,19.915,0.598,Medium
Q7KLV9,076,0.733,33,45,0.233,10,43,10.779,29.777,0.276,Acceptable
P14677,120,0.18,20,111,0.592,29,49,20.047,42.64,0.075,Incorrect
Q72AS4,112,0.604,116,192,0.301,50,166,8.713,10.914,0.337,Acceptable
E1K248,081,0.426,78,183,0.592,113,191,15.356,25.66,0.178,Incorrect
P14677,U10-002,0.324,36,111,0.419,26,62,14.125,39.468,0.127,Incorrect
A0A0F7R6G7,U10-002,0.915,204,223,0.157,38,242,2.235,9.592,0.555,Medium
Q941M3,007,0.164,41,250,0.512,43,84,21.269,43.269,0.069,Incorrect
P23687,371,0.041,12,296,0.803,49,61,19.151,29.107,0.042,Incorrect
F2Z6J5,112,0.492,97,197,0.489,93,190,11.134,27.93,0.198,Incorrect
P0AG30,088,0.667,24,36,0.172,5,29,1.711,43.215,0.38,Acceptable
G0WVH3,102,0.15,35,233,0.646,64,99,14.512,21.831,0.097,Incorrect
O68880,056,0.715,123,172,0.196,30,153,4.726,3.932,0.543,Medium
H6SG27,101,0.17,39,230,0.614,62,101,15.526,26.58,0.091,Incorrect
G0WVH3,182,0.172,40,233,0.652,75,115,12.999,27.451,0.091,Incorrect
H6SG27,024,0.591,136,230,0.299,58,194,5.199,14.095,0.312,Acceptable
A0A140DJY3,012,0.264,74,280,0.393,48,122,18.443,24.669,0.126,Incorrect
G0WVH3,198,0.15,35,233,0.551,43,78,15.665,35.605,0.071,Incorrect
Q8GN86,U100-002,0.869,166,191,0.126,24,190,1.216,2.377,0.8,High
H6SG27,280,0.217,50,230,0.519,54,104,11.068,18.419,0.137,Incorrect
Q72AS4,033,0.599,115,192,0.343,60,175,5.465,7.745,0.405,Acceptable
Q9I5E6,000,0.955,294,308,0.061,19,313,0.47,0.864,0.952,High
E1K248,109,0.492,90,183,0.591,130,220,6.964,6.661,0.385,Acceptable
A0A3B6UEQ0,009,0.776,128,165,0.308,57,185,2.886,15.992,0.403,Acceptable
G0WVH3,049,0.159,37,233,0.403,25,62,11.744,18.384,0.117,Incorrect
H6SG27,087,0.522,120,230,0.268,44,164,7.474,17.491,0.25,Acceptable
A0A140DJY3,U100-006,0.75,210,280,0.103,24,234,8.568,20.265,0.31,Acceptable
P14677,095,0.324,36,111,0.217,10,46,25.259,40.444,0.123,Incorrect
G0WVH3,092,0.116,27,233,0.682,58,85,20.604,33.162,0.061,Incorrect
A0A0A0V031,009,0.104,23,222,0.8,92,115,18.198,24.664,0.072,Incorrect
P23687,360,0.027,8,296,0.864,51,59,15.04,19.577,0.065,Incorrect
F2Z6J5,063,0.452,89,197,0.527,99,188,9.095,38.577,0.175,Incorrect
Q9I5E6,073,0.432,133,308,0.432,101,234,6.58,11.353,0.28,Acceptable
F2Z6J5,039,0.462,91,197,0.513,96,187,8.741,32.246,0.185,Incorrect
E1K248,005,0.65,119,183,0.425,88,207,9.507,7.908,0.404,Acceptable
G0WVH3,010,0.086,20,233,0.806,83,103,21.901,45.326,0.041,Incorrect
P14677,050,0.324,36,111,0.2,9,45,14.229,25.266,0.146,Incorrect
G0WVH3,093,0.069,16,233,0.68,34,50,20.174,33.288,0.045,Incorrect
E1K248,007,0.661,121,183,0.452,100,221,6.123,3.281,0.529,Medium
O60729,U100-001,0.884,99,112,0.233,30,129,7.246,33.008,0.329,Acceptable
O68880,061,0.942,162,172,0.095,17,179,0.809,1.164,0.899,High
Q7KLV9,007,0.889,40,45,0.091,4,44,1.253,25.347,0.526,Medium
P23687,263,0.203,60,296,0.586,85,145,8.023,11.843,0.192,Incorrect
Q72AS4,149,0.505,97,192,0.39,62,159,11.66,11.274,0.295,Acceptable
H6SG27,085,0.687,158,230,0.248,52,210,3.812,12.612,0.378,Acceptable
H2E7Q8,U100-005,0.769,110,143,0.257,38,148,1.296,2.477,0.755,Medium
H6SG27,044,0.091,21,230,0.644,38,59,14.953,23.698,0.072,Incorrect
P0AG30,261,0.778,28,36,0.067,2,30,1.001,32.594,0.511,Medium
Q941M3,003,0.168,42,250,0.517,45,87,22.326,34.823,0.076,Incorrect
H6SG27,169,0.57,131,230,0.373,78,209,9.312,18.065,0.259,Acceptable
H6SG27,001,0.7,161,230,0.144,27,188,3.661,10.063,0.42,Acceptable
H6SG27,175,0.257,59,230,0.709,144,203,9.339,15.549,0.171,Incorrect
A0A140DJY3,U10-002,0.629,176,280,0.116,23,199,9.287,21.431,0.263,Acceptable
Q72AS4,115,0.37,71,192,0.693,160,231,11.668,20.982,0.176,Incorrect
Q51504,000,0.106,19,180,0.642,34,53,21.289,37.156,0.053,Incorrect
Q72AS4,081,0.432,83,192,0.536,96,179,8.288,11.453,0.273,Acceptable
P23687,265,0.03,9,296,0.864,57,66,25.256,37.664,0.027,Incorrect
P23687,239,0.122,36,296,0.566,47,83,16.193,20.604,0.092,Incorrect
P23687,217,0.078,23,296,0.716,58,81,14.092,16.162,0.102,Incorrect
P14677,082,0.324,36,111,0.234,11,47,18.242,29.356,0.136,Incorrect
H6SG27,006,0.187,43,230,0.522,47,90,12.68,19.33,0.121,Incorrect
A0A3B6UEQ0,028,0.558,92,165,0.348,49,141,11.226,23.93,0.229,Incorrect
O68880,059,0.901,155,172,0.119,21,176,1.728,1.891,0.761,Medium
P0AG30,U100-007,0.889,32,36,0.135,5,37,0.253,0.766,0.951,High
P0AG30,238,0.611,22,36,0.185,5,27,1.289,31.299,0.418,Acceptable
F2Z6J5,046,0.442,87,197,0.545,104,191,10.204,37.305,0.171,Incorrect
H6SG27,214,0.465,107,230,0.367,62,169,18.227,38.899,0.173,Incorrect
H6SG27,086,0.196,45,230,0.483,42,87,11.688,18.659,0.128,Incorrect
A0A3B6UEQ0,083,0.509,84,165,0.317,39,123,12.387,22.991,0.215,Incorrect
H6SG27,295,0.1,23,230,0.705,55,78,15.738,27.038,0.066,Incorrect
E1K248,241,0.497,91,183,0.524,100,191,6.865,5.471,0.417,Acceptable
P0AG30,204,0.667,24,36,0.111,3,27,1.061,39.672,0.459,Acceptable
O69275,000,0.057,6,106,0.647,11,17,32.338,81.276,0.023,Incorrect
Q72AS4,084,0.708,136,192,0.387,86,222,7.954,13.101,0.346,Acceptable
A0A3B6UEQ0,072,0.685,113,165,0.294,47,160,8.719,28.558,0.265,Acceptable
A0A140DJY3,U10-006,0.761,213,280,0.123,30,243,1.213,3.429,0.742,Medium
P04807,191,0.259,29,112,0.754,89,118,9.571,16.487,0.164,Incorrect
P14677,U100-000,0.892,99,111,0.039,4,103,0.595,0.956,0.914,High
E1K248,157,0.525,96,183,0.495,94,190,9.742,10.495,0.315,Acceptable
E1K248,222,0.443,81,183,0.571,108,189,9.776,13.777,0.247,Acceptable
H6SG27,149,0.183,42,230,0.693,95,137,11.784,24.312,0.102,Incorrect
P23687,115,0.179,53,296,0.586,75,128,11.394,12.028,0.176,Incorrect
P23687,241,0.226,67,296,0.634,116,183,8.443,10.905,0.212,Incorrect
Q9I5E6,016,0.422,130,308,0.414,92,222,6.977,7.824,0.336,Acceptable
O68880,044,0.831,143,172,0.178,31,174,1.767,2.088,0.731,Medium
P0AG30,U100-005,0.944,34,36,0.128,5,39,0.296,0.479,0.968,High
A0A3B6UEQ0,081,0.582,96,165,0.467,84,180,5.844,30.41,0.239,Acceptable
G0WVH3,003,0.086,20,233,0.565,26,46,23.219,37.385,0.046,Incorrect
A0A0A0V031,U10-005,0.725,161,222,0.265,58,219,5.091,5.976,0.491,Medium
P0AG30,079,0.444,16,36,0.515,17,33,2.817,30.613,0.246,Acceptable
H6SG27,069,0.2,46,230,0.439,36,82,11.916,20.078,0.123,Incorrect
G0WVH3,105,0.133,31,233,0.67,63,94,10.839,19.767,0.103,Incorrect
P0AG30,157,0.722,26,36,0.297,11,37,4.36,52.061,0.285,Acceptable
H6SG27,091,0.317,73,230,0.421,53,126,15.24,20.582,0.158,Incorrect
H6SG27,261,0.339,78,230,0.422,57,135,14.931,18.063,0.177,Incorrect
A0A3B6UEQ0,U100-006,0.945,156,165,0.17,32,188,1.004,9.48,0.694,Medium
A0A3B6UEQ0,011,0.921,152,165,0.146,26,178,1.007,13.451,0.632,Medium
P0AG30,298,0.889,32,36,0.179,7,39,1.114,25.564,0.544,Medium
E1K248,033,0.508,93,183,0.585,131,224,11.498,12.463,0.281,Acceptable
F2Z6J5,158,0.482,95,197,0.527,106,201,6.962,24.015,0.213,Incorrect
P04807,171,0.616,69,112,0.317,32,101,7.182,14.219,0.307,Acceptable
H6SG27,215,0.109,25,230,0.771,84,109,13.106,24.649,0.076,Incorrect
P14677,033,0.324,36,111,0.333,18,54,22.303,42.146,0.123,Incorrect
Q51504,005,0.089,16,180,0.719,41,57,21.936,30.98,0.055,Incorrect
H6SG27,111,0.091,21,230,0.596,31,52,18.085,26.438,0.064,Incorrect
P04807,025,0.464,52,112,0.527,58,110,8.672,9.907,0.306,Acceptable
Q9I5E6,020,0.591,182,308,0.352,99,281,4.896,8.789,0.387,Acceptable
F2Z6J5,185,0.538,106,197,0.478,97,203,6.72,18.701,0.252,Acceptable
Q51504,024,0.039,7,180,0.868,46,53,24.625,49.921,0.024,Incorrect
P14677,066,0.324,36,111,0.217,10,46,21.53,49.25,0.119,Incorrect
E1K248,086,0.426,78,183,0.656,149,227,14.179,14.68,0.229,Incorrect
P0AG30,085,0.611,22,36,0.476,20,42,3.853,17.608,0.311,Acceptable
G0WVH3,087,0.133,31,233,0.557,39,70,18.749,41.946,0.06,Incorrect
Q72AS4,027,0.562,108,192,0.41,75,183,9.408,13.618,0.289,Acceptable
H2E7Q8,U100-009,0.776,111,143,0.207,29,140,1.295,3.052,0.745,Medium
Q7KLV9,058,0.111,5,45,0.915,54,59,8.241,55.274,0.055,Incorrect
P0AG30,071,0.111,4,36,0.857,24,28,8.847,31.693,0.069,Incorrect
E1K248,204,0.546,100,183,0.39,64,164,8.331,7.895,0.372,Acceptable
P14677,U100-008,0.901,100,111,0.029,3,103,0.463,2.126,0.918,High
Q72AS4,U10-000,0.771,148,192,0.318,69,217,3.14,8.53,0.485,Acceptable
Q72AS4,043,0.406,78,192,0.661,152,230,7.342,14.737,0.232,Acceptable
H6SG27,118,0.122,28,230,0.776,97,125,13.903,23.931,0.082,Incorrect
G0WVH3,U100-006,0.944,220,233,0.056,13,233,0.656,1.842,0.913,High
E1K248,113,0.421,77,183,0.547,93,170,10.686,15.799,0.222,Incorrect
F2Z6J5,144,0.457,90,197,0.438,70,160,8.365,23.925,0.2,Incorrect
Q72AS4,U100-008,0.885,170,192,0.133,26,196,2.402,4.788,0.642,Medium
P23687,094,0.395,117,296,0.489,112,229,4.107,4.478,0.432,Acceptable
O69275,005,0.274,29,106,0.54,34,63,5.134,17.204,0.183,Incorrect
A0A0A0V031,U100-005,0.788,175,222,0.125,25,200,4.097,5.056,0.548,Medium
P23687,111,0.399,118,296,0.433,90,208,4.248,4.009,0.443,Acceptable
Q72AS4,136,0.609,117,192,0.35,63,180,9.52,11.541,0.328,Acceptable
P23687,166,0.571,169,296,0.376,102,271,3.227,2.388,0.558,Medium
Q72AS4,075,0.208,40,192,0.592,58,98,12.117,10.589,0.205,Incorrect
Q9I5E6,070,0.442,136,308,0.404,92,228,5.243,6.615,0.38,Acceptable
E1K248,172,0.503,92,183,0.631,157,249,8.473,10.262,0.313,Acceptable
P04807,157,0.268,30,112,0.691,67,97,9.75,4.27,0.363,Acceptable
P04807,083,0.661,74,112,0.357,41,115,4.155,3.9,0.534,Medium
P23687,U100-002,0.855,253,296,0.179,55,308,1.033,0.714,0.842,High
P04807,070,0.857,96,112,0.238,30,126,1.546,5.073,0.693,Medium
P23687,374,0.341,101,296,0.436,78,179,7.669,9.99,0.266,Acceptable
P0AG30,300,0.611,22,36,0.312,10,32,1.798,47.775,0.351,Acceptable
H6SG27,282,0.235,54,230,0.542,64,118,22.142,30.512,0.104,Incorrect
Q72AS4,152,0.589,113,192,0.423,83,196,8.432,13.513,0.301,Acceptable
H6SG27,256,0.657,151,230,0.274,57,208,4.142,11.713,0.372,Acceptable
H6SG27,308,0.239,55,230,0.58,76,131,9.077,15.694,0.164,Incorrect
A0A3B6UEQ0,024,0.545,90,165,0.419,65,155,11.557,20.853,0.235,Acceptable
P14677,094,0.324,36,111,0.308,16,52,18.61,56.187,0.118,Incorrect
G0WVH3,181,0.112,26,233,0.629,44,70,21.225,41.401,0.052,Incorrect
A0A3B6UEQ0,042,0.709,117,165,0.316,54,171,11.321,31.28,0.265,Acceptable
H6SG27,213,0.165,38,230,0.553,47,85,11.442,15.102,0.141,Incorrect
P23687,289,0.071,21,296,0.761,67,88,20.413,25.84,0.058,Incorrect
H6SG27,181,0.591,136,230,0.295,57,193,9.533,18.44,0.264,Acceptable
G0WVH3,112,0.077,18,233,0.654,34,52,20.551,28.849,0.054,Incorrect
Q51504,017,0.094,17,180,0.673,35,52,19.405,37.029,0.05,Incorrect
Q51504,U100-005,0.956,172,180,0.09,17,189,1.575,4.505,0.737,Medium
E1K248,170,0.459,84,183,0.543,100,184,9.214,6.448,0.373,Acceptable
P0AG30,148,0.167,6,36,0.455,5,11,8.94,27.91,0.093,Incorrect
F2Z6J5,099,0.533,105,197,0.488,100,205,11.846,28.668,0.21,Incorrect
H6SG27,U100-007,0.852,196,230,0.109,24,220,2.649,5.635,0.597,Medium
P0AG30,259,0.444,16,36,0.543,19,35,6.166,29.87,0.192,Incorrect
G0WVH3,011,0.103,24,233,0.467,21,45,22.971,39.222,0.051,Incorrect
G0WVH3,175,0.124,29,233,0.743,84,113,15.019,33.73,0.065,Incorrect
P04807,119,0.179,20,112,0.556,25,45,11.586,13.585,0.159,Incorrect
P14677,051,0.324,36,111,0.234,11,47,20.681,25.923,0.142,Incorrect
E1K248,160,0.448,82,183,0.559,104,186,11.087,11.393,0.275,Acceptable
O68880,013,0.953,164,172,0.114,21,185,1.316,1.465,0.83,High
D9N168,U10-000,0.832,89,107,0.082,8,97,1.01,1.434,0.831,High
E1K248,002,0.508,93,183,0.542,110,203,7.623,6.521,0.392,Acceptable
P0AG30,107,0.639,23,36,0.207,6,29,1.726,18.49,0.415,Acceptable
Q72AS4,073,0.667,128,192,0.379,78,206,6.822,8.757,0.399,Acceptable
O68880,015,0.924,159,172,0.097,17,176,1.198,1.275,0.838,High
Q9I5E6,048,0.481,148,308,0.462,127,275,5.193,7.433,0.375,Acceptable
P0AG30,105,0.722,26,36,0.212,7,33,1.737,10.724,0.512,Medium
H6SG27,018,0.283,65,230,0.649,120,185,10.696,17.521,0.164,Incorrect
P23687,U100-001,0.905,268,296,0.144,45,313,0.756,0.659,0.899,High
E1K248,158,0.585,107,183,0.399,71,178,10.813,12.516,0.306,Acceptable
H6SG27,117,0.117,27,230,0.773,92,119,13.091,23.117,0.083,Incorrect
F2Z6J5,181,0.442,87,197,0.522,95,182,11.411,20.413,0.202,Incorrect
E1K248,224,0.552,101,183,0.433,77,178,9.441,14.298,0.279,Acceptable
P23687,038,0.426,126,296,0.403,85,211,7.744,5.113,0.399,Acceptable
P14677,117,0.324,36,111,0.308,16,52,16.092,38.041,0.127,Incorrect
E1K248,U10-003,0.776,142,183,0.391,91,233,6.463,3.576,0.559,Medium
P14677,039,0.324,36,111,0.25,12,48,26.854,50.974,0.118,Incorrect
P04807,206,0.598,67,112,0.35,36,103,7.657,15.769,0.287,Acceptable
P23687,277,0.088,26,296,0.759,82,108,10.114,13.181,0.134,Incorrect
F2Z6J5,031,0.553,109,197,0.429,82,191,8.151,13.42,0.291,Acceptable
P14677,005,0.324,36,111,0.586,51,87,26.936,45.37,0.12,Incorrect
P23687,348,0.23,68,296,0.662,133,201,8.426,12.054,0.198,Incorrect
Q9I5E6,027,0.581,179,308,0.33,88,267,5.134,10.032,0.359,Acceptable
F2Z6J5,016,0.386,76,197,0.594,111,187,6.787,29.911,0.169,Incorrect
O68880,048,0.942,162,172,0.064,11,173,1.244,1.125,0.839,High
H6SG27,165,0.3,69,230,0.537,80,149,8.861,14.063,0.198,Incorrect
O60729,016,0.741,83,112,0.308,37,120,13.911,44.121,0.263,Acceptable
P04807,055,0.402,45,112,0.619,73,118,8.613,12.742,0.246,Acceptable
E1K248,139,0.137,25,183,0.856,149,174,13.801,21.638,0.094,Incorrect
F2Z6J5,069,0.335,66,197,0.492,64,130,12.284,33.179,0.137,Incorrect
Q941M3,013,0.372,93,250,0.376,56,149,9.05,15.172,0.213,Incorrect
P04807,166,0.241,27,112,0.775,93,120,12.332,15.663,0.161,Incorrect
P59676,U100-006,0.9,99,110,0.048,5,104,0.482,1.66,0.923,High
F2Z6J5,162,0.452,89,197,0.536,103,192,10.096,21.865,0.202,Incorrect
P0AG30,231,0.917,33,36,0.108,4,37,1.098,25.629,0.556,Medium
O68880,100,0.674,116,172,0.27,43,159,3.672,3.781,0.551,Medium
H6SG27,147,0.509,117,230,0.287,47,164,9.823,12.987,0.277,Acceptable
P0AG30,136,0.167,6,36,0.538,7,13,6.047,18.442,0.133,Incorrect
P0AG30,025,0.722,26,36,0.316,12,38,1.923,46.571,0.378,Acceptable
O68880,053,0.826,142,172,0.198,35,177,2.14,2.128,0.699,Medium
P14677,009,0.153,17,111,0.393,11,28,31.457,51.469,0.061,Incorrect
F2Z6J5,132,0.508,100,197,0.441,79,179,9.727,38.298,0.193,Incorrect
P23687,315,0.203,60,296,0.528,67,127,7.209,10.212,0.218,Incorrect
P0AG30,276,0.944,34,36,0.081,3,37,1.077,37.773,0.551,Medium
P0AG30,080,0.194,7,36,0.682,15,22,13.108,13.107,0.168,Incorrect
P0AG30,140,0.917,33,36,0.057,2,35,0.941,26.315,0.576,Medium
Q9I5E6,006,0.721,222,308,0.265,80,302,2.845,4.295,0.578,Medium
F2Z6J5,115,0.619,122,197,0.354,67,189,8.236,28.452,0.244,Acceptable
P0AG30,032,0.111,4,36,0.778,14,18,8.095,27.259,0.078,Incorrect
P04807,222,0.571,64,112,0.434,49,113,5.518,7.573,0.399,Acceptable
O68880,039,0.901,155,172,0.124,22,177,1.023,1.268,0.854,High
A0A3B6UEQ0,086,0.618,102,165,0.386,64,166,11.529,27.969,0.24,Acceptable
Q51504,015,0.1,18,180,0.66,35,53,18.99,32.292,0.057,Incorrect
G0WVH3,035,0.069,16,233,0.556,20,36,17.119,25.849,0.058,Incorrect
H6SG27,098,0.07,16,230,0.768,53,69,14.68,22.422,0.069,Incorrect
P0AG30,094,0.889,32,36,0.135,5,37,0.471,1.167,0.927,High
G0WVH3,091,0.361,84,233,0.257,29,113,16.124,33.815,0.143,Incorrect
P04807,019,0.67,75,112,0.37,44,119,4.79,8.333,0.423,Acceptable
P0AG30,058,0.944,34,36,0.105,4,38,1.146,55.46,0.533,Medium
H6SG27,224,0.217,50,230,0.569,66,116,13.303,25.601,0.11,Incorrect
P0AG30,207,0.833,30,36,0.143,5,35,0.984,21.631,0.555,Medium
P23687,035,0.439,130,296,0.43,98,228,4.73,5.474,0.412,Acceptable
H6SG27,212,0.148,34,230,0.614,54,88,18.088,30.508,0.076,Incorrect
O69275,U10-007,0.66,70,106,0.271,26,96,1.954,9.06,0.5,Medium
G0WVH3,082,0.124,29,233,0.442,23,52,19.461,25.728,0.076,Incorrect
A0A3B6UEQ0,054,0.655,108,165,0.376,65,173,6.893,28.821,0.26,Acceptable
E1K248,030,0.656,120,183,0.403,81,201,8.547,9.243,0.381,Acceptable
Q8GN86,U100-001,0.812,155,191,0.148,27,182,2.275,1.301,0.697,Medium
H6SG27,153,0.113,26,230,0.639,46,72,22.594,33.597,0.059,Incorrect
P23687,275,0.024,7,296,0.632,12,19,24.69,39.193,0.024,Incorrect
E1K248,045,0.492,90,183,0.598,134,224,8.636,8.777,0.335,Acceptable
H6SG27,195,0.243,56,230,0.467,49,105,8.743,17.395,0.155,Incorrect
O68880,092,0.738,127,172,0.13,19,146,2.139,2.863,0.655,Medium
H6SG27,160,0.17,39,230,0.642,70,109,9.986,18.623,0.121,Incorrect
P04807,032,0.634,71,112,0.393,46,117,7.498,9.908,0.365,Acceptable
P0AG30,253,0.944,34,36,0.105,4,38,0.991,46.293,0.558,Medium
H6SG27,192,0.278,64,230,0.281,25,89,13.923,24.678,0.132,Incorrect
H6SG27,080,0.191,44,230,0.494,43,87,12.905,19.684,0.121,Incorrect
Q7KLV9,098,0.911,41,45,0.047,2,43,1.42,8.103,0.654,Medium
E1K248,028,0.612,112,183,0.479,103,215,12.002,12.672,0.313,Acceptable
P23687,135,0.294,87,296,0.485,82,169,8.756,6.507,0.318,Acceptable
