Gene name,IAS-range,Accession Number,Uniprot ID,Referecne (PMID/uniprot),Protein Length,Domain,Domain-range,Comments,ENST,Canonical_Source,Protein name,Gene names,Protein length,Species,Autoinhibitory regions,References,Description (Refer to H and I),Evidence,Structure?,PDB,Number of PDBs
,,,Q5RBF1,,,,,,,,NAD-dependent protein deacetylase sirtuin-2 (EC 2.3.1.286) (Regulatory protein SIR2 homolog 2) (SIR2-like protein 2),SIRT2,352,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),283-315(C-terminal region),26407304,"Annotation was made based on sequence similarity with SIRT2(Q8IXJ6, Homo sapiens). Sirtuin 2 (SIRT2) is a NAD+ dependent deacetylase that has been associated with neurodegeneration and cancer. The C-terminal region of SIRT2 functions as an autoinhibitory region that regulates the deacetylation activity of SIRT2. Phosphorylation at S331 causes large conformational changes in the CT that enhance the autoinhibitory activity of the CT region. This serine residue islocated within the naturally disordered C-terminal region (CT, residues 320-352 in isoform 2).",Annotated by sequence similarity,,,0
,,,Q4R6G4,,,,,,,,Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1),SLC9A3R1 NHERF NHERF1 QtsA-18078,358,Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey),150-240(PDZ2 domain);242-329(CT domain),20042604,"Annotation was made based on sequence similarity with SLC9A3R1 {ECO:0000312|HGNC:HGNC:11075}(O14745, Homo sapiens). The mammalian Na+/H+ exchange regulatory factor 1 (NHERF1) is a multidomain scaffolding protein essential for regulating the intracellular trafficking and macromolecular assembly of transmembrane ion channels and receptors. NHERF1 is held in an autoinhibited state through intramolecular interactions between PDZ2 and the CT domain that also includes a C-terminal PDZ-binding motif (-SNL). A central feature of NHERF1 is its binding to ezrin and to other ezrin-radixin-moesin (ERM) proteins, forming a communication bridge between plasma membrane proteins and the actin cytoskeleton ezrin modulates the PDZ domains of NHERF1 to assemble multiprotein complexes in a cooperative fashion.",Annotated by sequence similarity,,,0
,,,A2A5Z6,,,,,,,,E3 ubiquitin-protein ligase SMURF2 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF2) (SMAD ubiquitination regulatory factor 2) (SMAD-specific E3 ubiquitin-protein ligase 2),Smurf2,748,Mus musculus (Mouse),10-140(C2 phospholipid binding domain),"17719543, 21402695, 16061177","Ubiquitination of proteins is an abundant modification that controls numerous cellular processes. The C2-WW-HECT-domain E3 Smurf2 downregulates transforming growth factor-? (TGF-?) signaling by targeting itself, the adaptor protein Smad7, and TGF-b receptor kinases for degradation. In a human hologous protein, Smurf2 (Q9HAU4), the intramolecular interaction between C2  phospholipid binding domain and HECT domain inhibits the catalytic activity of the HECT domain by obstructing accessibility of the catalytic cysteine of the HECT domain and thus blocking Smurf2-Ub thioester formation.",Annotated by sequence similarity,,,0
,,,Q5DU57,,,,,,,,Spermatogenesis-associated protein 13 (APC-stimulated guanine nucleotide exchange factor 2) (Asef2),Spata13,656,Mus musculus (Mouse),151-210(N-terminal SH3 domain),"1,714,577,317,190,830","SPATA13 is a guanine nucleotide exchange factor (GEF). In human SPATA13 protein (Q96N96), the N-terminal SH3 domain functions as an autoinhibitory module within the protein. ",Annotated by sequence similarity,,,0
,,,D0ZPH9,,,,,,,,E3 ubiquitin-protein ligase SspH2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SspH2) (Salmonella secreted protein H2) (Secreted effector protein sspH2),sspH2 STM14_2769,788,Salmonella typhimurium (strain 14028s / SGSC 2262),223-466(LRR domain),19273841,"SspH2, consisting of an LRR domain and a NEL domain, is an E3 ubiquitin ligase with unique folding. The NEL domain has a catalytic activity that is inhibited by the LRR domain by sequestering the catalytic cysteine ??residue contained in the NEL domain. The autoinhibitory region was inferred by sequence similarity with the salmonella typhimurium LT2 SspH2 (P0CE12).",Annotated by sequence similarity,,,0
,,,Q58CP9,,,,,,,,Stromal interaction molecule 1,STIM1,683,Bos taurus (Bovine),61-198(EF-SAM domain);236-341(Acidic motif),"21217057, 21081754","Annotation was made based on sequence similarity with STIM1(Q13586, Homo sapiens). STIM1 stimulates calcium ion (Ca2+) entry through plasma membrane Orai1 channels in response to decreased Ca2+ concentrations in the endoplasmic reticulum lumen, and STIM1 and Orai1 are important for T cell activation, platelet aggregation and skeletal muscle development. The N-terminal luminal segment of STIM1 contains EF-hand and SAM (sterile ? motif) domain and the C-terminal segment contains two putative coiled-coil domains (CC1 and CC2), as well as several acidic, serine-proline-rich, and basic segments. An acidic motif within the coiled-coil region keeps STIM1 inactive via an intramolecular interaction with a basic sequence with in CAD/SOAR that has been identified as key for Orai1 activation. The oligomerization of STIM1 unmasks the Orai1 activating domain (CAD/SOAR) by breaking the intramolecular interaction that keeps it inactive in the quiescent STIM1 molecule. Furthermore, it has been reported that stabilizing EF-SAM domains within full-length STIM1 inhibit Ca2+ release-activated Ca2+ (CRAC) entry.",Annotated by sequence similarity,,,0
,,,P70302,,,,,,,,Stromal interaction molecule 1,Stim1 Sim,685,Mus musculus (Mouse),63-200(EF-SAM domain);238-343(Acidic motif),"21217057, 21081754","Annotation was made based on sequence similarity with STIM1(Q13586, Homo sapiens). STIM1 stimulates calcium ion (Ca2+) entry through plasma membrane Orai1 channels in response to decreased Ca2+ concentrations in the endoplasmic reticulum lumen, and STIM1 and Orai1 are important for T cell activation, platelet aggregation and skeletal muscle development. The N-terminal luminal segment of STIM1 contains EF-hand and SAM (sterile ? motif) domain and the C-terminal segment contains two putative coiled-coil domains (CC1 and CC2), as well as several acidic, serine-proline-rich, and basic segments. An acidic motif within the coiled-coil region keeps STIM1 inactive via an intramolecular interaction with a basic sequence with in CAD/SOAR that has been identified as key for Orai1 activation. The oligomerization of STIM1 unmasks the Orai1 activating domain (CAD/SOAR) by breaking the intramolecular interaction that keeps it inactive in the quiescent STIM1 molecule. Furthermore, it has been reported that stabilizing EF-SAM domains within full-length STIM1 inhibit Ca2+ release-activated Ca2+ (CRAC) entry.",Annotated by sequence similarity,,,0
,,,P84903,,,,,,,,Stromal interaction molecule 1,Stim1 Sim,685,Rattus norvegicus (Rat),63-200(EF-SAM domain);238-343(Acidic motif),"21217057, 21081754","Annotation was made based on sequence similarity with STIM1(Q13586, Homo sapiens). STIM1 stimulates calcium ion (Ca2+) entry through plasma membrane Orai1 channels in response to decreased Ca2+ concentrations in the endoplasmic reticulum lumen, and STIM1 and Orai1 are important for T cell activation, platelet aggregation and skeletal muscle development. The N-terminal luminal segment of STIM1 contains EF-hand and SAM (sterile ? motif) domain and the C-terminal segment contains two putative coiled-coil domains (CC1 and CC2), as well as several acidic, serine-proline-rich, and basic segments. An acidic motif within the coiled-coil region keeps STIM1 inactive via an intramolecular interaction with a basic sequence with in CAD/SOAR that has been identified as key for Orai1 activation. The oligomerization of STIM1 unmasks the Orai1 activating domain (CAD/SOAR) by breaking the intramolecular interaction that keeps it inactive in the quiescent STIM1 molecule. Furthermore, it has been reported that stabilizing EF-SAM domains within full-length STIM1 inhibit Ca2+ release-activated Ca2+ (CRAC) entry.",Annotated by sequence similarity,,,0
,,,Q2KI99,,,,,,,,Stimulator of interferon genes protein (STING) (Transmembrane protein 173),STING1 STING TMEM173,378,Bos taurus (Bovine),339-378(C-terminal regulatory region),22705373,"Stimulator of interferon genes (STING) plays a role as a sensor to directly bind cyclic diguanylate monophosphate (c-di-GMP), the abacterial second message, facilitates innate immune signalling and promotes the production of type I interferon for the first line of defence immune. In human STRING1 (Q86WV6), the autoinhibitory conformation of cytosolic c-di-GMP binding domain (CBD) is formed via the intramolecular interaction with the C-terminal tail (CTT), which hinders the binding of c-di-GMP on STING.",Annotated by sequence similarity,,,0
,,,Q9JI10,,,,,,,,Serine/threonine-protein kinase 3 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 2) (MST-2) (STE20-like kinase MST2) [Cleaved into: Serine/threonine-protein kinase 3 36kDa subunit (MST2/N); Serine/threonine-protein kinase 3 20kDa subunit (MST2/C)],Stk3 Mess1 Mst2,497,Mus musculus (Mouse),327-398(Inhibitory domain);442-497(SARAH domain),"21102585, 22042863","Annotation was made based on sequence similarity with STK3(Q13188, Homo sapiens). The Mst1/2 kinases are cytosolic Ste20-related kinases activated by autophosphorylation. Designated class II GC kinases, Mst1 and Mst2, share 76% sequence identity and contain an N-terminal catalytic domain, followed successively by an autoinhibitory segment and a coiled-coil SARAH domain that mediates hetero- and homo-dimerisation. Mst1 and Mst2 also become activated in cells undergoing apoptosis from a variety of stimuli. The activation mechanism is unclear, however, once activated, both kinases undergo cleavage by caspase3 at sites just carboxyterminal to their catalytic domains . The resultant catalytic polypeptides display an altered substrate specificity and lacks their autoinhibitory domain. The caspase-cleaved catalytic fragments are highly and constitutively active with unrestricted nuclear access.",Annotated by sequence similarity,,,0
,,,O54748,,,,,,,,Serine/threonine-protein kinase 3 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 2) (MST-2) (STE20-like kinase MST2) [Cleaved into: Serine/threonine-protein kinase 3 36kDa subunit (MST2/N); Serine/threonine-protein kinase 3 20kDa subunit (MST2/C)],Stk3 Mst2,491,Rattus norvegicus (Rat),327-392(Inhibitory domain);436-491(SARAH domain),"21102585, 22042863","Annotation was made based on sequence similarity with STK3(Q13188, Homo sapiens). The Mst1/2 kinases are cytosolic Ste20-related kinases activated by autophosphorylation. Designated class II GC kinases, Mst1 and Mst2, share 76% sequence identity and contain an N-terminal catalytic domain, followed successively by an autoinhibitory segment and a coiled-coil SARAH domain that mediates hetero- and homo-dimerisation. Mst1 and Mst2 also become activated in cells undergoing apoptosis from a variety of stimuli. The activation mechanism is unclear, however, once activated, both kinases undergo cleavage by caspase3 at sites just carboxyterminal to their catalytic domains . The resultant catalytic polypeptides display an altered substrate specificity and lacks their autoinhibitory domain. The caspase-cleaved catalytic fragments are highly and constitutively active with unrestricted nuclear access.",Annotated by sequence similarity,,,0
,,,A2VDV2,,,,,,,,Serine/threonine-protein kinase 38 (EC 2.7.11.1),STK38,465,Bos taurus (Bovine),265-276(Autoinhibitory segment),"15197186, 15037617","STK38, called Nuclear Dbf2-related kinase 1 (NDR1 protein kinase), is a subclass of the AGC family of protein kinases that are involved in the regulation of cell division and cell morphology. NDR kinase activity is regulated by phosphorylation and by the Ca2+-binding protein, S100B. hMOB1 also stimulates NDR kinase activity and interacts with NDR. NDR kinases have an insert within the catalytic domain between subdomain VII and VIII. The amino acid sequence within the insert shows a high basic amino acid content. This sequence is autoinhibitory and the binding of hMOB1 to the N-terminal domain of NDR induces the release of the autoinhibition.",Annotated by sequence similarity,,,0
,,,Q5R8M1,,,,,,,,Serine/threonine-protein kinase 38 (EC 2.7.11.1),STK38,465,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),265-276(Autoinhibitory segment),"15197186, 15037617","STK38, called Nuclear Dbf2-related kinase 1 (NDR1 protein kinase), is a subclass of the AGC family of protein kinases that are involved in the regulation of cell division and cell morphology. NDR kinase activity is regulated by phosphorylation and by the Ca2+-binding protein, S100B. hMOB1 also stimulates NDR kinase activity and interacts with NDR. NDR kinases have an insert within the catalytic domain between subdomain VII and VIII. The amino acid sequence within the insert shows a high basic amino acid content. This sequence is autoinhibitory and the binding of hMOB1 to the N-terminal domain of NDR induces the release of the autoinhibition.",Annotated by sequence similarity,,,0
,,,Q91VJ4,,,,,,,,Serine/threonine-protein kinase 38 (EC 2.7.11.1) (NDR1 protein kinase) (Nuclear Dbf2-related kinase 1),Stk38 Ndr1,465,Mus musculus (Mouse),265-276(Autoinhibitory segment),"15197186, 15037617","STK38, called Nuclear Dbf2-related kinase 1 (NDR1 protein kinase), is a subclass of the AGC family of protein kinases that are involved in the regulation of cell division and cell morphology. NDR kinase activity is regulated by phosphorylation and by the Ca2+-binding protein, S100B. hMOB1 also stimulates NDR kinase activity and interacts with NDR. NDR kinases have an insert within the catalytic domain between subdomain VII and VIII. The amino acid sequence within the insert shows a high basic amino acid content. This sequence is autoinhibitory and the binding of hMOB1 to the N-terminal domain of NDR induces the release of the autoinhibition.",Annotated by sequence similarity,,,0
,,,Q7TSE6,,,,,,,,Serine/threonine-protein kinase 38-like (EC 2.7.11.1) (NDR2 protein kinase) (Nuclear Dbf2-related kinase 2),Stk38l Ndr2,464,Mus musculus (Mouse),265-277(Autoinhibitory segment),"15197186, 15037617","STK38L, called nuclear Dbf2-related kinase 2 (NDR2 protein kinase), is a subclass of the AGC family of protein kinases that are involved in the regulation of cell division and cell morphology. NDR kinase activity is regulated by phosphorylation and by the Ca2+-binding protein, S100B. According to a study with human NDR (Q15208), the N-terminal domain (265-276) of NDR reduced NDR kinase activity. The binding of human MOB1 to the N-terminal domain of NDR induces the release of autoinhibition.",Annotated by sequence similarity,,,0
